approach,model,model_description,hyperparameters,query,reference,response,response_time,status,token_overlap,crypto_score,combined_score
prompt_engineering,qwen-qwq-32b,Qwen QwQ-32B,"{'temperature': 0.0, 'max_tokens': 100}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.","Blockchain is a distributed ledger technology where transactions are recorded across multiple computers in a way that ensures security, transparency, and immutability. Each block contains transaction data and a hash of the previous block. This response used max_tokens=100.",1.2,success,0.4482758620689655,0.6,0.5089655172413793
prompt_engineering,qwen-qwq-32b,Qwen QwQ-32B,"{'temperature': 0.0, 'max_tokens': 300}",What is Bitcoin?,Bitcoin is a decentralized digital currency created in 2009 that operates without a central authority.,Bitcoin is a decentralized digital currency created in 2009 by an anonymous person or group using the pseudonym Satoshi Nakamoto. It operates without a central authority or banks. This response was generated with temperature=0.0.,1.2,success,0.5217391304347825,0.2,0.3930434782608695
prompt_engineering,qwen-qwq-32b,Qwen QwQ-32B,"{'temperature': 0.0, 'max_tokens': 300}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.","Blockchain is a distributed ledger technology where transactions are recorded across multiple computers in a way that ensures security, transparency, and immutability. Each block contains transaction data and a hash of the previous block. This response used max_tokens=300.",1.2,success,0.4482758620689655,0.6,0.5089655172413793
prompt_engineering,qwen-qwq-32b,Qwen QwQ-32B,"{'temperature': 0.7, 'max_tokens': 100}",What is Bitcoin?,Bitcoin is a decentralized digital currency created in 2009 that operates without a central authority.,Bitcoin is a decentralized digital currency created in 2009 by an anonymous person or group using the pseudonym Satoshi Nakamoto. It operates without a central authority or banks. This response was generated with temperature=0.7.,1.2,success,0.5217391304347825,0.2,0.3930434782608695
prompt_engineering,qwen-qwq-32b,Qwen QwQ-32B,"{'temperature': 0.7, 'max_tokens': 100}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.","Blockchain is a distributed ledger technology where transactions are recorded across multiple computers in a way that ensures security, transparency, and immutability. Each block contains transaction data and a hash of the previous block. This response used max_tokens=100.",1.2,success,0.4482758620689655,0.6,0.5089655172413793
prompt_engineering,qwen-qwq-32b,Qwen QwQ-32B,"{'temperature': 0.7, 'max_tokens': 300}",What is Bitcoin?,Bitcoin is a decentralized digital currency created in 2009 that operates without a central authority.,Bitcoin is a decentralized digital currency created in 2009 by an anonymous person or group using the pseudonym Satoshi Nakamoto. It operates without a central authority or banks. This response was generated with temperature=0.7.,1.2,success,0.5217391304347825,0.2,0.3930434782608695
prompt_engineering,qwen-qwq-32b,Qwen QwQ-32B,"{'temperature': 0.7, 'max_tokens': 300}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.","Blockchain is a distributed ledger technology where transactions are recorded across multiple computers in a way that ensures security, transparency, and immutability. Each block contains transaction data and a hash of the previous block. This response used max_tokens=300.",1.2,success,0.4482758620689655,0.6,0.5089655172413793
rag,llama-3.3-70b-versatile,Llama 3.3 (70B),"{'chunk_size': 200, 'k': 3}",What is Bitcoin?,Bitcoin is a decentralized digital currency created in 2009 that operates without a central authority.,"Based on relevant documents, Bitcoin is a peer-to-peer electronic cash system introduced in a 2008 whitepaper by Satoshi Nakamoto. It enables online payments without going through financial institutions. RAG parameters: chunk_size=200, k=3.",1.5,success,0.2222222222222222,0.1,0.17333333333333334
rag,llama-3.3-70b-versatile,Llama 3.3 (70B),"{'chunk_size': 200, 'k': 3}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.","According to retrieved documents, blockchain maintains a continuously growing list of records (blocks) linked using cryptography. Each block contains a timestamp and transaction data. Once recorded, the data cannot be altered retroactively. This response used Llama 3.3 (70B) with RAG.",1.5,success,0.12903225806451615,0.3,0.1974193548387097
rag,llama-4-scout,Llama 4 Scout,"{'chunk_size': 200, 'k': 3}",What is Bitcoin?,Bitcoin is a decentralized digital currency created in 2009 that operates without a central authority.,"Based on relevant documents, Bitcoin is a peer-to-peer electronic cash system introduced in a 2008 whitepaper by Satoshi Nakamoto. It enables online payments without going through financial institutions. RAG parameters: chunk_size=200, k=3.",1.5,success,0.2222222222222222,0.1,0.17333333333333334
rag,llama-4-scout,Llama 4 Scout,"{'chunk_size': 200, 'k': 3}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.","According to retrieved documents, blockchain maintains a continuously growing list of records (blocks) linked using cryptography. Each block contains a timestamp and transaction data. Once recorded, the data cannot be altered retroactively. This response used Llama 4 Scout with RAG.",1.5,success,0.12903225806451615,0.3,0.1974193548387097
rag,qwen-qwq-32b,Qwen QwQ-32B,"{'chunk_size': 200, 'k': 3}",What is Bitcoin?,Bitcoin is a decentralized digital currency created in 2009 that operates without a central authority.,"Based on relevant documents, Bitcoin is a peer-to-peer electronic cash system introduced in a 2008 whitepaper by Satoshi Nakamoto. It enables online payments without going through financial institutions. RAG parameters: chunk_size=200, k=3.",1.5,success,0.2222222222222222,0.1,0.17333333333333334
rag,qwen-qwq-32b,Qwen QwQ-32B,"{'chunk_size': 200, 'k': 3}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.","According to retrieved documents, blockchain maintains a continuously growing list of records (blocks) linked using cryptography. Each block contains a timestamp and transaction data. Once recorded, the data cannot be altered retroactively. This response used Qwen QwQ-32B with RAG.",1.5,success,0.13114754098360656,0.3,0.19868852459016395
fine_tuning,llama-3.3-70b-versatile,Llama 3.3 (70B),"{'epochs': 1, 'learning_rate': 5e-05}",What is Bitcoin?,Bitcoin is a decentralized digital currency created in 2009 that operates without a central authority.,"Bitcoin is a decentralized digital currency that enables instant payments to anyone, anywhere in the world without requiring a central authority. This response is from a model fine-tuned for 1 epochs.",0.8,success,0.5238095238095237,0.2,0.39428571428571424
fine_tuning,llama-3.3-70b-versatile,Llama 3.3 (70B),"{'epochs': 1, 'learning_rate': 5e-05}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.",Blockchain technology maintains a digital ledger of transactions across a network of computers. It uses cryptographic methods to ensure data integrity and consensus mechanisms to validate transactions. Fine-tuned with learning rate 5e-05.,0.8,success,0.2692307692307692,0.5,0.36153846153846153
fine_tuning,llama-4-scout,Llama 4 Scout,"{'epochs': 1, 'learning_rate': 5e-05}",What is Bitcoin?,Bitcoin is a decentralized digital currency created in 2009 that operates without a central authority.,"Bitcoin is a decentralized digital currency that enables instant payments to anyone, anywhere in the world without requiring a central authority. This response is from a model fine-tuned for 1 epochs.",0.8,success,0.5238095238095237,0.2,0.39428571428571424
fine_tuning,llama-4-scout,Llama 4 Scout,"{'epochs': 1, 'learning_rate': 5e-05}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.",Blockchain technology maintains a digital ledger of transactions across a network of computers. It uses cryptographic methods to ensure data integrity and consensus mechanisms to validate transactions. Fine-tuned with learning rate 5e-05.,0.8,success,0.2692307692307692,0.5,0.36153846153846153
fine_tuning,qwen-qwq-32b,Qwen QwQ-32B,"{'epochs': 1, 'learning_rate': 5e-05}",What is Bitcoin?,Bitcoin is a decentralized digital currency created in 2009 that operates without a central authority.,"Bitcoin is a decentralized digital currency that enables instant payments to anyone, anywhere in the world without requiring a central authority. This response is from a model fine-tuned for 1 epochs.",0.8,success,0.5238095238095237,0.2,0.39428571428571424
fine_tuning,qwen-qwq-32b,Qwen QwQ-32B,"{'epochs': 1, 'learning_rate': 5e-05}",How does blockchain work?,"Blockchain is a distributed ledger technology that records transactions in a secure, immutable way across multiple computers, ensuring transparency and security without central control.",Blockchain technology maintains a digital ledger of transactions across a network of computers. It uses cryptographic methods to ensure data integrity and consensus mechanisms to validate transactions. Fine-tuned with learning rate 5e-05.,0.8,success,0.2692307692307692,0.5,0.36153846153846153
